#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2018 10 13 23 00 999 99.0 99.0  0.51 10.53  3.77  99 9999.0 999.0  28.3 999.0 99.0 99.00
2018 10 13 23 30 999 99.0 99.0  0.51 11.11  3.79 105 9999.0 999.0  28.3 999.0 99.0 99.00
2018 10 14 00 00 999 99.0 99.0  0.50 10.53  3.78  99 9999.0 999.0  28.3 999.0 99.0 99.00
2018 10 14 00 30 999 99.0 99.0  0.49 11.11  3.91  99 9999.0 999.0  28.3 999.0 99.0 99.00
2018 10 14 01 00 999 99.0 99.0  0.45 11.11  3.74  91 9999.0 999.0  28.3 999.0 99.0 99.00
2018 10 14 01 30 999 99.0 99.0  0.46  9.09  3.62  87 9999.0 999.0  28.2 999.0 99.0 99.00
2018 10 14 02 00 999 99.0 99.0  0.46 11.11  3.82  94 9999.0 999.0  28.2 999.0 99.0 99.00
2018 10 14 02 30 999 99.0 99.0  0.48 10.53  3.84  94 9999.0 999.0  28.2 999.0 99.0 99.00
2018 10 14 03 00 999 99.0 99.0  0.47  9.88  3.62  91 9999.0 999.0  28.2 999.0 99.0 99.00
2018 10 14 03 30 999 99.0 99.0  0.49 11.76  3.76  83 9999.0 999.0  28.2 999.0 99.0 99.00
2018 10 14 04 00 999 99.0 99.0  0.51 12.50  3.55  90 9999.0 999.0  28.2 999.0 99.0 99.00
2018 10 14 04 30 999 99.0 99.0  0.50 11.11  3.56  84 9999.0 999.0  28.2 999.0 99.0 99.00
2018 10 14 05 00 999 99.0 99.0  0.51 11.11  3.49  88 9999.0 999.0  28.2 999.0 99.0 99.00
2018 10 14 05 30 999 99.0 99.0  0.51 10.53  3.45  90 9999.0 999.0  28.2 999.0 99.0 99.00
2018 10 14 06 00 999 99.0 99.0  0.53 11.76  3.51  81 9999.0 999.0  28.2 999.0 99.0 99.00
2018 10 14 06 30 999 99.0 99.0  0.52 11.11  3.58  81 9999.0 999.0  28.1 999.0 99.0 99.00
2018 10 14 07 00 999 99.0 99.0  0.55  3.12  3.52  78 9999.0 999.0  28.1 999.0 99.0 99.00
2018 10 14 07 30 999 99.0 99.0  0.56 10.53  3.51  83 9999.0 999.0  28.1 999.0 99.0 99.00
2018 10 14 08 00 999 99.0 99.0  0.51 11.11  3.50  88 9999.0 999.0  28.1 999.0 99.0 99.00
2018 10 14 08 30 999 99.0 99.0  0.50  3.33  3.55  88 9999.0 999.0  28.1 999.0 99.0 99.00
2018 10 14 09 00 999 99.0 99.0  0.52  9.88  3.64  95 9999.0 999.0  28.1 999.0 99.0 99.00
2018 10 14 09 30 999 99.0 99.0  0.50  9.88  3.66  95 9999.0 999.0  28.1 999.0 99.0 99.00
2018 10 14 10 00 999 99.0 99.0  0.52  3.12  3.59  91 9999.0 999.0  28.1 999.0 99.0 99.00
2018 10 14 10 30 999 99.0 99.0  0.50  9.88  3.68  83 9999.0 999.0  28.1 999.0 99.0 99.00
2018 10 14 11 00 999 99.0 99.0  0.48  3.57  3.62  91 9999.0 999.0  28.1 999.0 99.0 99.00
2018 10 14 11 30 999 99.0 99.0  0.48 10.53  3.93  81 9999.0 999.0  28.1 999.0 99.0 99.00
2018 10 14 12 00 999 99.0 99.0  0.47 11.76  3.69  87 9999.0 999.0  28.1 999.0 99.0 99.00
2018 10 14 12 30 999 99.0 99.0  0.48 11.11  4.00  84 9999.0 999.0  28.1 999.0 99.0 99.00
2018 10 14 13 00 999 99.0 99.0  0.47 10.53  3.91  84 9999.0 999.0  28.1 999.0 99.0 99.00
2018 10 14 13 30 999 99.0 99.0  0.48  9.88  4.12  84 9999.0 999.0  28.1 999.0 99.0 99.00
2018 10 14 14 00 999 99.0 99.0  0.51 11.11  3.97  83 9999.0 999.0  28.2 999.0 99.0 99.00
2018 10 14 14 30 999 99.0 99.0  0.50 10.53  3.88  97 9999.0 999.0  28.2 999.0 99.0 99.00
2018 10 14 15 00 999 99.0 99.0  0.53 11.11  4.01  83 9999.0 999.0  28.3 999.0 99.0 99.00
2018 10 14 15 30 999 99.0 99.0  0.52 10.53  4.05  81 9999.0 999.0  28.4 999.0 99.0 99.00
2018 10 14 16 00 999 99.0 99.0  0.51 10.53  3.94  80 9999.0 999.0  28.4 999.0 99.0 99.00
2018 10 14 16 30 999 99.0 99.0  0.52 10.53  4.01  77 9999.0 999.0  28.5 999.0 99.0 99.00
2018 10 14 17 00 999 99.0 99.0  0.50  9.88  3.89  85 9999.0 999.0  28.6 999.0 99.0 99.00
2018 10 14 17 30 999 99.0 99.0  0.53  9.88  3.91  91 9999.0 999.0  28.6 999.0 99.0 99.00
2018 10 14 18 00 999 99.0 99.0  0.53 10.53  3.94  81 9999.0 999.0  28.7 999.0 99.0 99.00
2018 10 14 18 30 999 99.0 99.0  0.55 10.53  3.86  91 9999.0 999.0  28.7 999.0 99.0 99.00
2018 10 14 19 00 999 99.0 99.0  0.54 11.11  3.77  94 9999.0 999.0  28.7 999.0 99.0 99.00
2018 10 14 19 30 999 99.0 99.0  0.56 11.11  3.65  78 9999.0 999.0  28.8 999.0 99.0 99.00
2018 10 14 20 00 999 99.0 99.0  0.60  9.88  3.68  87 9999.0 999.0  28.7 999.0 99.0 99.00
2018 10 14 20 30 999 99.0 99.0  0.60 10.53  3.55 102 9999.0 999.0  28.7 999.0 99.0 99.00
2018 10 14 21 00 999 99.0 99.0  0.63 10.53  3.59  88 9999.0 999.0  28.7 999.0 99.0 99.00
2018 10 14 21 30 999 99.0 99.0  0.64  3.57  3.37 101 9999.0 999.0  28.6 999.0 99.0 99.00
2018 10 14 22 00 999 99.0 99.0  0.68 10.53  3.43  90 9999.0 999.0  28.5 999.0 99.0 99.00
2018 10 14 22 30 999 99.0 99.0  0.74  3.33  3.49  78 9999.0 999.0  28.5 999.0 99.0 99.00
2018 10 14 23 00 999 99.0 99.0  0.79  9.88  3.58  90 9999.0 999.0  28.6 999.0 99.0 99.00
2018 10 14 23 30 999 99.0 99.0  0.80  4.17  3.50  91 9999.0 999.0  28.5 999.0 99.0 99.00
2018 10 15 00 00 999 99.0 99.0  0.81  3.85  3.66  83 9999.0 999.0  28.4 999.0 99.0 99.00
2018 10 15 00 30 999 99.0 99.0  0.87  4.35  3.60  88 9999.0 999.0  28.4 999.0 99.0 99.00
2018 10 15 01 00 999 99.0 99.0  0.87  4.35  3.54  85 9999.0 999.0  28.4 999.0 99.0 99.00
2018 10 15 01 30 999 99.0 99.0  0.88  4.35  3.61  92 9999.0 999.0  28.3 999.0 99.0 99.00
2018 10 15 02 00 999 99.0 99.0  0.86  4.17  3.65  83 9999.0 999.0  28.3 999.0 99.0 99.00
2018 10 15 02 30 999 99.0 99.0  0.93  4.00  3.70  85 9999.0 999.0  28.3 999.0 99.0 99.00
2018 10 15 03 00 999 99.0 99.0  0.88  4.55  3.71  85 9999.0 999.0  28.3 999.0 99.0 99.00
2018 10 15 03 30 999 99.0 99.0  0.93  4.35  3.75  84 9999.0 999.0  28.3 999.0 99.0 99.00
2018 10 15 04 00 999 99.0 99.0  0.87  4.35  3.76  83 9999.0 999.0  28.3 999.0 99.0 99.00
2018 10 15 04 30 999 99.0 99.0  0.91  4.76  3.84  81 9999.0 999.0  28.3 999.0 99.0 99.00
2018 10 15 05 00 999 99.0 99.0  0.82  4.35  3.83  83 9999.0 999.0  28.2 999.0 99.0 99.00
2018 10 15 05 30 999 99.0 99.0  0.79  4.55  3.80  87 9999.0 999.0  28.2 999.0 99.0 99.00
2018 10 15 06 00 999 99.0 99.0  0.81  4.55  3.91  90 9999.0 999.0  28.2 999.0 99.0 99.00
2018 10 15 06 30 999 99.0 99.0  0.77  5.26  3.80  77 9999.0 999.0  28.2 999.0 99.0 99.00
2018 10 15 07 00 999 99.0 99.0  0.75  9.88  3.87  95 9999.0 999.0  28.2 999.0 99.0 99.00
2018 10 15 07 30 999 99.0 99.0  0.71  5.00  3.90  81 9999.0 999.0  28.2 999.0 99.0 99.00
2018 10 15 08 00 999 99.0 99.0  0.67  5.26  3.79  76 9999.0 999.0  28.2 999.0 99.0 99.00
2018 10 15 08 30 999 99.0 99.0  0.65  3.57  3.83 112 9999.0 999.0  28.2 999.0 99.0 99.00
2018 10 15 09 00 999 99.0 99.0  0.64  9.88  3.82 102 9999.0 999.0  28.2 999.0 99.0 99.00
2018 10 15 09 30 999 99.0 99.0  0.62  4.76  3.77  80 9999.0 999.0  28.2 999.0 99.0 99.00
2018 10 15 10 00 999 99.0 99.0  0.62  3.33  3.73 109 9999.0 999.0  28.2 999.0 99.0 99.00
2018 10 15 10 30 999 99.0 99.0  0.62  9.88  3.84 101 9999.0 999.0  28.2 999.0 99.0 99.00
2018 10 15 11 00 999 99.0 99.0  0.65  9.88  3.92 104 9999.0 999.0  28.2 999.0 99.0 99.00
2018 10 15 11 30 999 99.0 99.0  0.64  4.00  3.95 105 9999.0 999.0  28.2 999.0 99.0 99.00
2018 10 15 12 00 999 99.0 99.0  0.60 10.53  3.79 102 9999.0 999.0  28.2 999.0 99.0 99.00
2018 10 15 12 30 999 99.0 99.0  0.58  4.17  3.98  91 9999.0 999.0  28.2 999.0 99.0 99.00
2018 10 15 13 00 999 99.0 99.0  0.60  4.55  3.95  80 9999.0 999.0  28.2 999.0 99.0 99.00
2018 10 15 13 30 999 99.0 99.0  0.60  9.88  4.03  99 9999.0 999.0  28.2 999.0 99.0 99.00
2018 10 15 14 00 999 99.0 99.0  0.61  9.09  4.19  88 9999.0 999.0  28.3 999.0 99.0 99.00
2018 10 15 14 30 999 99.0 99.0  0.59  9.88  4.20 104 9999.0 999.0  28.3 999.0 99.0 99.00
2018 10 15 15 00 999 99.0 99.0  0.60  5.88  4.23  70 9999.0 999.0  28.3 999.0 99.0 99.00
2018 10 15 15 30 999 99.0 99.0  0.59  4.76  4.26  83 9999.0 999.0  28.4 999.0 99.0 99.00
2018 10 15 16 00 999 99.0 99.0  0.63  5.56  4.21  71 9999.0 999.0  28.5 999.0 99.0 99.00
2018 10 15 16 30 999 99.0 99.0  0.60  5.88  4.33  70 9999.0 999.0  28.6 999.0 99.0 99.00
2018 10 15 17 00 999 99.0 99.0  0.61  9.88  4.31 107 9999.0 999.0  28.8 999.0 99.0 99.00
2018 10 15 17 30 999 99.0 99.0  0.61  5.88  4.26  73 9999.0 999.0  28.8 999.0 99.0 99.00
2018 10 15 18 00 999 99.0 99.0  0.61  5.56  4.37  73 9999.0 999.0  28.9 999.0 99.0 99.00
2018 10 15 18 30 999 99.0 99.0  0.61  5.88  4.38  74 9999.0 999.0  29.0 999.0 99.0 99.00
2018 10 15 19 00 999 99.0 99.0  0.62  5.56  4.51  76 9999.0 999.0  29.0 999.0 99.0 99.00
2018 10 15 19 30 999 99.0 99.0  0.59  9.88  4.42  98 9999.0 999.0  29.1 999.0 99.0 99.00
2018 10 15 20 00 999 99.0 99.0  0.60  5.88  4.55  84 9999.0 999.0  29.1 999.0 99.0 99.00
2018 10 15 20 30 999 99.0 99.0  0.59  5.88  4.52  83 9999.0 999.0  29.1 999.0 99.0 99.00
2018 10 15 21 00 999 99.0 99.0  0.59  5.88  4.26  78 9999.0 999.0  29.1 999.0 99.0 99.00
2018 10 15 21 30 999 99.0 99.0  0.56  6.25  4.16  73 9999.0 999.0  29.1 999.0 99.0 99.00
2018 10 15 22 00 999 99.0 99.0  0.56  5.56  4.34  83 9999.0 999.0  29.0 999.0 99.0 99.00
2018 10 15 22 30 999 99.0 99.0  0.54  9.88  4.31  98 9999.0 999.0  29.0 999.0 99.0 99.00
2018 10 15 23 00 999 99.0 99.0  0.56  9.88  4.18  98 9999.0 999.0  28.8 999.0 99.0 99.00
2018 10 15 23 30 999 99.0 99.0  0.58  5.88  4.01  78 9999.0 999.0  28.8 999.0 99.0 99.00
2018 10 16 00 00 999 99.0 99.0  0.60  5.56  3.86  90 9999.0 999.0  28.7 999.0 99.0 99.00
2018 10 16 00 30 999 99.0 99.0  0.61  4.55  3.85 121 9999.0 999.0  28.7 999.0 99.0 99.00
2018 10 16 01 00 999 99.0 99.0  0.62  4.55  3.87 123 9999.0 999.0  28.8 999.0 99.0 99.00
2018 10 16 01 30 999 99.0 99.0  0.62  5.26  3.64  90 9999.0 999.0  28.7 999.0 99.0 99.00
2018 10 16 02 00 999 99.0 99.0  0.66  5.56  3.56  87 9999.0 999.0  28.7 999.0 99.0 99.00
2018 10 16 02 30 999 99.0 99.0  0.66  2.86  3.50 119 9999.0 999.0  28.6 999.0 99.0 99.00
2018 10 16 03 00 999 99.0 99.0  0.68  3.03  3.54 109 9999.0 999.0  28.6 999.0 99.0 99.00
2018 10 16 03 30 999 99.0 99.0  0.66  3.23  3.61 118 9999.0 999.0  28.5 999.0 99.0 99.00
2018 10 16 04 00 999 99.0 99.0  0.71  5.26  3.79  85 9999.0 999.0  28.4 999.0 99.0 99.00
2018 10 16 04 30 999 99.0 99.0  0.70  3.45  3.69 116 9999.0 999.0  28.4 999.0 99.0 99.00
2018 10 16 05 00 999 99.0 99.0  0.67  5.88  3.67  80 9999.0 999.0  28.3 999.0 99.0 99.00
2018 10 16 05 30 999 99.0 99.0  0.67  3.57  3.69 118 9999.0 999.0  28.3 999.0 99.0 99.00
2018 10 16 06 00 999 99.0 99.0  0.68  3.45  3.71 118 9999.0 999.0  28.4 999.0 99.0 99.00
2018 10 16 06 30 999 99.0 99.0  0.67  3.70  3.76 130 9999.0 999.0  28.3 999.0 99.0 99.00
2018 10 16 07 00 999 99.0 99.0  0.70  3.57  3.65 123 9999.0 999.0  28.3 999.0 99.0 99.00
2018 10 16 07 30 999 99.0 99.0  0.68  3.45  3.72 125 9999.0 999.0  28.3 999.0 99.0 99.00
2018 10 16 08 00 999 99.0 99.0  0.65  3.57  3.69 125 9999.0 999.0  28.3 999.0 99.0 99.00
2018 10 16 08 30 999 99.0 99.0  0.63  3.70  3.67 123 9999.0 999.0  28.3 999.0 99.0 99.00
2018 10 16 09 00 999 99.0 99.0  0.66  3.85  3.63 125 9999.0 999.0  28.2 999.0 99.0 99.00
2018 10 16 09 30 999 99.0 99.0  0.63  4.00  3.61 118 9999.0 999.0  28.3 999.0 99.0 99.00
2018 10 16 10 00 999 99.0 99.0  0.67  3.57  3.67 114 9999.0 999.0  28.3 999.0 99.0 99.00
2018 10 16 10 30 999 99.0 99.0  0.63  3.70  3.66 116 9999.0 999.0  28.3 999.0 99.0 99.00
2018 10 16 11 00 999 99.0 99.0  0.64  3.57  3.78 121 9999.0 999.0  28.3 999.0 99.0 99.00
2018 10 16 11 30 999 99.0 99.0  0.61  3.57  3.73 114 9999.0 999.0  28.3 999.0 99.0 99.00
2018 10 16 12 00 999 99.0 99.0  0.61  3.70  3.69 123 9999.0 999.0  28.3 999.0 99.0 99.00
2018 10 16 12 30 999 99.0 99.0  0.61  4.17  3.60 126 9999.0 999.0  28.3 999.0 99.0 99.00
2018 10 16 13 00 999 99.0 99.0  0.61  4.55  3.79 121 9999.0 999.0  28.3 999.0 99.0 99.00
2018 10 16 13 30 999 99.0 99.0  0.62  4.55  3.80 108 9999.0 999.0  28.3 999.0 99.0 99.00
2018 10 16 14 00 999 99.0 99.0  0.61  5.26  3.70  94 9999.0 999.0  28.3 999.0 99.0 99.00
2018 10 16 14 30 999 99.0 99.0  0.59  4.35  3.79 105 9999.0 999.0  28.4 999.0 99.0 99.00
2018 10 16 15 00 999 99.0 99.0  0.61  4.55  3.88 111 9999.0 999.0  28.4 999.0 99.0 99.00
2018 10 16 15 30 999 99.0 99.0  0.62  4.35  3.73 115 9999.0 999.0  28.5 999.0 99.0 99.00
2018 10 16 16 00 999 99.0 99.0  0.62  4.55  3.76 104 9999.0 999.0  28.6 999.0 99.0 99.00
2018 10 16 16 30 999 99.0 99.0  0.60  4.35  3.82 105 9999.0 999.0  28.6 999.0 99.0 99.00
2018 10 16 17 00 999 99.0 99.0  0.61  4.17  3.86 116 9999.0 999.0  28.7 999.0 99.0 99.00
2018 10 16 17 30 999 99.0 99.0  0.60  3.70  3.70 107 9999.0 999.0  28.7 999.0 99.0 99.00
2018 10 16 18 00 999 99.0 99.0  0.59 11.11  3.69 104 9999.0 999.0  28.7 999.0 99.0 99.00
2018 10 16 18 30 999 99.0 99.0  0.60 12.50  3.64 105 9999.0 999.0  28.7 999.0 99.0 99.00
2018 10 16 19 00 999 99.0 99.0  0.62  4.35  3.61 114 9999.0 999.0  28.8 999.0 99.0 99.00
2018 10 16 19 30 999 99.0 99.0  0.62  4.17  3.54 114 9999.0 999.0  28.8 999.0 99.0 99.00
2018 10 16 20 00 999 99.0 99.0  0.61 12.50  3.54 102 9999.0 999.0  28.8 999.0 99.0 99.00
2018 10 16 20 30 999 99.0 99.0  0.64  4.17  3.65 112 9999.0 999.0  28.7 999.0 99.0 99.00
2018 10 16 21 00 999 99.0 99.0  0.63  3.85  3.65 121 9999.0 999.0  28.7 999.0 99.0 99.00
2018 10 16 21 30 999 99.0 99.0  0.66  3.12  3.55 129 9999.0 999.0  28.7 999.0 99.0 99.00
2018 10 16 22 00 999 99.0 99.0  0.63  4.55  3.55 108 9999.0 999.0  28.6 999.0 99.0 99.00
2018 10 16 22 30 999 99.0 99.0  0.64  3.45  3.54 123 9999.0 999.0  28.7 999.0 99.0 99.00
2018 10 16 23 00 999 99.0 99.0  0.64  3.45  3.68 132 9999.0 999.0  28.6 999.0 99.0 99.00
2018 10 16 23 30 999 99.0 99.0  0.63  3.45  3.78 136 9999.0 999.0  28.5 999.0 99.0 99.00
2018 10 17 00 00 999 99.0 99.0  0.62  4.00  3.71 126 9999.0 999.0  28.6 999.0 99.0 99.00
2018 10 17 00 30 999 99.0 99.0  0.62  6.67  3.80 111 9999.0 999.0  28.6 999.0 99.0 99.00
2018 10 17 01 00 999 99.0 99.0  0.62 12.50  3.70  95 9999.0 999.0  28.6 999.0 99.0 99.00
2018 10 17 01 30 999 99.0 99.0  0.66  4.17  3.72 129 9999.0 999.0  28.6 999.0 99.0 99.00
2018 10 17 02 00 999 99.0 99.0  0.64  4.17  3.64 129 9999.0 999.0  28.6 999.0 99.0 99.00
2018 10 17 02 30 999 99.0 99.0  0.63  3.45  3.61 114 9999.0 999.0  28.6 999.0 99.0 99.00
2018 10 17 03 00 999 99.0 99.0  0.66  4.17  3.74 136 9999.0 999.0  28.6 999.0 99.0 99.00
2018 10 17 03 30 999 99.0 99.0  0.67  3.57  3.66 116 9999.0 999.0  28.5 999.0 99.0 99.00
2018 10 17 04 00 999 99.0 99.0  0.68  3.45  3.66 114 9999.0 999.0  28.5 999.0 99.0 99.00
2018 10 17 04 30 999 99.0 99.0  0.70  4.17  3.61 135 9999.0 999.0  28.5 999.0 99.0 99.00
2018 10 17 05 00 999 99.0 99.0  0.69  4.35  3.65 133 9999.0 999.0  28.5 999.0 99.0 99.00
2018 10 17 05 30 999 99.0 99.0  0.70  4.35  3.69 132 9999.0 999.0  28.5 999.0 99.0 99.00
2018 10 17 06 00 999 99.0 99.0  0.73  4.35  3.92 132 9999.0 999.0  28.5 999.0 99.0 99.00
2018 10 17 06 30 999 99.0 99.0  0.69  3.85  3.74 128 9999.0 999.0  28.5 999.0 99.0 99.00
2018 10 17 07 00 999 99.0 99.0  0.72  3.85  3.78 121 9999.0 999.0  28.4 999.0 99.0 99.00
2018 10 17 07 30 999 99.0 99.0  0.74  4.35  3.81 125 9999.0 999.0  28.4 999.0 99.0 99.00
2018 10 17 08 00 999 99.0 99.0  0.71  4.00  3.91 126 9999.0 999.0  28.4 999.0 99.0 99.00
2018 10 17 08 30 999 99.0 99.0  0.67  4.55  3.98 137 9999.0 999.0  28.4 999.0 99.0 99.00
2018 10 17 09 00 999 99.0 99.0  0.70  4.55  4.06 126 9999.0 999.0  28.4 999.0 99.0 99.00
2018 10 17 09 30 999 99.0 99.0  0.68  4.55  3.99 128 9999.0 999.0  28.4 999.0 99.0 99.00
2018 10 17 10 00 999 99.0 99.0  0.66  4.55  4.06 118 9999.0 999.0  28.4 999.0 99.0 99.00
2018 10 17 10 30 999 99.0 99.0  0.67  7.69  4.19 109 9999.0 999.0  28.4 999.0 99.0 99.00
2018 10 17 11 00 999 99.0 99.0  0.68  7.14  4.21 107 9999.0 999.0  28.4 999.0 99.0 99.00
2018 10 17 11 30 999 99.0 99.0  0.68  4.35  4.12 125 9999.0 999.0  28.4 999.0 99.0 99.00
2018 10 17 12 00 999 99.0 99.0  0.68  4.55  4.09 129 9999.0 999.0  28.4 999.0 99.0 99.00
2018 10 17 12 30 999 99.0 99.0  0.67  4.17  4.02 125 9999.0 999.0  28.4 999.0 99.0 99.00
2018 10 17 13 00 999 99.0 99.0  0.66  4.17  3.96 125 9999.0 999.0  28.4 999.0 99.0 99.00
2018 10 17 13 30 999 99.0 99.0  0.66  4.35  4.06 121 9999.0 999.0  28.4 999.0 99.0 99.00
2018 10 17 14 00 999 99.0 99.0  0.67  4.17  3.99 115 9999.0 999.0  28.5 999.0 99.0 99.00
2018 10 17 14 30 999 99.0 99.0  0.68  7.69  3.98 109 9999.0 999.0  28.5 999.0 99.0 99.00
2018 10 17 15 00 999 99.0 99.0  0.70  7.69  4.13 112 9999.0 999.0  28.6 999.0 99.0 99.00
2018 10 17 15 30 999 99.0 99.0  0.70  7.69  4.03 114 9999.0 999.0  28.6 999.0 99.0 99.00
2018 10 17 16 00 999 99.0 99.0  0.70  7.14  4.09 114 9999.0 999.0  28.7 999.0 99.0 99.00
2018 10 17 16 30 999 99.0 99.0  0.70  4.35  4.15 119 9999.0 999.0  28.8 999.0 99.0 99.00
2018 10 17 17 00 999 99.0 99.0  0.73  7.69  4.21 114 9999.0 999.0  28.9 999.0 99.0 99.00
2018 10 17 17 30 999 99.0 99.0  0.69  7.14  4.34 112 9999.0 999.0  29.0 999.0 99.0 99.00
2018 10 17 18 00 999 99.0 99.0  0.71  7.14  4.35 115 9999.0 999.0  29.1 999.0 99.0 99.00
2018 10 17 18 30 999 99.0 99.0  0.67  6.67  4.25 109 9999.0 999.0  29.1 999.0 99.0 99.00
2018 10 17 19 00 999 99.0 99.0  0.67  7.69  4.32 116 9999.0 999.0  29.3 999.0 99.0 99.00
2018 10 17 19 30 999 99.0 99.0  0.66  7.14  4.34 112 9999.0 999.0  29.1 999.0 99.0 99.00
2018 10 17 20 00 999 99.0 99.0  0.65  7.69  4.47 115 9999.0 999.0  29.4 999.0 99.0 99.00
2018 10 17 20 30 999 99.0 99.0  0.61  4.17  4.31 116 9999.0 999.0  29.2 999.0 99.0 99.00
2018 10 17 21 00 999 99.0 99.0  0.61  4.76  4.35 116 9999.0 999.0  29.3 999.0 99.0 99.00
2018 10 17 21 30 999 99.0 99.0  0.60  7.69  4.45 111 9999.0 999.0  29.2 999.0 99.0 99.00
2018 10 17 22 00 999 99.0 99.0  0.60  7.14  4.45 111 9999.0 999.0  29.3 999.0 99.0 99.00
2018 10 17 22 30 999 99.0 99.0  0.58 11.76  4.39  94 9999.0 999.0  29.2 999.0 99.0 99.00
2018 10 17 23 00 999 99.0 99.0  0.58  7.14  4.30 108 9999.0 999.0  29.1 999.0 99.0 99.00
2018 10 17 23 30 999 99.0 99.0  0.61  4.55  4.45 116 9999.0 999.0  29.0 999.0 99.0 99.00
2018 10 18 00 00 999 99.0 99.0  0.61  4.17  4.21 119 9999.0 999.0  28.9 999.0 99.0 99.00
2018 10 18 00 30 999 99.0 99.0  0.62  7.14  4.31 112 9999.0 999.0  28.9 999.0 99.0 99.00
2018 10 18 01 00 999 99.0 99.0  0.62  7.14  4.03 114 9999.0 999.0  28.9 999.0 99.0 99.00
2018 10 18 01 30 999 99.0 99.0  0.60  7.14  4.01 116 9999.0 999.0  28.9 999.0 99.0 99.00
2018 10 18 02 00 999 99.0 99.0  0.62  7.69  4.14 109 9999.0 999.0  28.9 999.0 99.0 99.00
2018 10 18 02 30 999 99.0 99.0  0.58  7.14  4.10 109 9999.0 999.0  28.9 999.0 99.0 99.00
2018 10 18 03 00 999 99.0 99.0  0.60  7.14  4.18 112 9999.0 999.0  28.8 999.0 99.0 99.00
2018 10 18 03 30 999 99.0 99.0  0.59  7.69  4.12 115 9999.0 999.0  28.8 999.0 99.0 99.00
2018 10 18 04 00 999 99.0 99.0  0.60  7.14  4.08 112 9999.0 999.0  28.8 999.0 99.0 99.00
2018 10 18 04 30 999 99.0 99.0  0.61  4.55  4.24 119 9999.0 999.0  28.7 999.0 99.0 99.00
2018 10 18 05 00 999 99.0 99.0  0.60  7.69  4.22 111 9999.0 999.0  28.7 999.0 99.0 99.00
2018 10 18 05 30 999 99.0 99.0  0.58  7.14  4.17 115 9999.0 999.0  28.7 999.0 99.0 99.00
2018 10 18 06 00 999 99.0 99.0  0.58  7.14  4.21 114 9999.0 999.0  28.7 999.0 99.0 99.00
2018 10 18 06 30 999 99.0 99.0  0.57  6.25  4.21 107 9999.0 999.0  28.7 999.0 99.0 99.00
2018 10 18 07 00 999 99.0 99.0  0.57  5.00  4.30 118 9999.0 999.0  28.7 999.0 99.0 99.00
2018 10 18 07 30 999 99.0 99.0  0.55 11.11  4.23  88 9999.0 999.0  28.7 999.0 99.0 99.00
2018 10 18 08 00 999 99.0 99.0  0.56  7.14  4.19 105 9999.0 999.0  28.7 999.0 99.0 99.00
2018 10 18 08 30 999 99.0 99.0  0.53 11.11  4.19 111 9999.0 999.0  28.7 999.0 99.0 99.00
2018 10 18 09 00 999 99.0 99.0  0.54  7.14  4.34 108 9999.0 999.0  28.7 999.0 99.0 99.00
2018 10 18 09 30 999 99.0 99.0  0.55  7.14  4.30 104 9999.0 999.0  28.7 999.0 99.0 99.00
2018 10 18 10 00 999 99.0 99.0  0.51 10.53  4.13 108 9999.0 999.0  28.7 999.0 99.0 99.00
2018 10 18 10 30 999 99.0 99.0  0.52  7.14  4.10 109 9999.0 999.0  28.7 999.0 99.0 99.00
2018 10 18 11 00 999 99.0 99.0  0.48 10.53  4.27 101 9999.0 999.0  28.7 999.0 99.0 99.00
2018 10 18 11 30 999 99.0 99.0  0.49  7.14  4.21 109 9999.0 999.0  28.7 999.0 99.0 99.00
2018 10 18 12 00 999 99.0 99.0  0.49 10.53  4.26  94 9999.0 999.0  28.7 999.0 99.0 99.00
2018 10 18 12 30 999 99.0 99.0  0.48 10.53  4.24 101 9999.0 999.0  28.7 999.0 99.0 99.00
2018 10 18 13 00 999 99.0 99.0  0.49  7.14  4.36 109 9999.0 999.0  28.7 999.0 99.0 99.00
2018 10 18 13 30 999 99.0 99.0  0.48  7.14  4.34 111 9999.0 999.0  28.7 999.0 99.0 99.00
2018 10 18 14 00 999 99.0 99.0  0.50  7.14  4.30 109 9999.0 999.0  28.7 999.0 99.0 99.00
2018 10 18 14 30 999 99.0 99.0  0.53  7.14  4.16 114 9999.0 999.0  28.8 999.0 99.0 99.00
2018 10 18 15 00 999 99.0 99.0  0.54  6.67  4.22 109 9999.0 999.0  28.8 999.0 99.0 99.00
2018 10 18 15 30 999 99.0 99.0  0.55  9.88  4.10 102 9999.0 999.0  28.9 999.0 99.0 99.00
2018 10 18 16 00 999 99.0 99.0  0.54  7.14  4.06 111 9999.0 999.0  29.0 999.0 99.0 99.00
2018 10 18 16 30 999 99.0 99.0  0.52  7.14  3.96 107 9999.0 999.0  29.1 999.0 99.0 99.00
2018 10 18 17 00 999 99.0 99.0  0.55  7.14  4.14 111 9999.0 999.0  29.1 999.0 99.0 99.00
2018 10 18 17 30 999 99.0 99.0  0.57  7.14  4.15 109 9999.0 999.0  29.2 999.0 99.0 99.00
2018 10 18 18 00 999 99.0 99.0  0.58  7.14  4.39 108 9999.0 999.0  29.3 999.0 99.0 99.00
